customer_id,tier_2016,tier_2017,tier_2018,tier_2019,tier_2020,tier_2021,tier_2022,tier_2023,tier_2024,gender,age_2016,age_2017,age_2018,age_2019,age_2020,age_2021,age_2022,age_2023,age_2024,th,ch
SYNTH_00152,1,0,0,0,0,0,0,0,0,F,56,57,58,59,60,61,62,63,64,100000000,100000000
SYNTH_00153,0,1,0,1,0,0,0,0,0,F,12,13,14,15,16,17,18,19,20,010100000,010100000
SYNTH_00154,1,0,0,1,1,1,0,0,0,F,59,60,61,62,63,64,65,66,67,100111000,100111000
SYNTH_00155,0,0,0,0,0,0,0,0,0,UNKNOWN,26,27,28,29,30,31,32,33,34,000000000,000000000
SYNTH_00156,0,1,1,1,1,0,0,0,0,M,42,43,44,45,46,47,48,49,50,011110000,011110000
SYNTH_00157,0,0,2,0,1,1,0,2,1,M,69,70,71,72,73,74,75,76,77,001011011,001011011
SYNTH_00158,0,0,0,0,0,0,2,1,0,M,49,50,51,52,53,54,55,56,57,000000110,000000110
SYNTH_00159,0,0,0,0,0,1,1,0,0,M,70,71,72,73,74,75,76,77,78,000001100,000001100
SYNTH_00160,1,0,1,1,1,1,1,0,0,M,47,48,49,50,51,52,53,54,55,101111100,101111100
SYNTH_00161,0,0,0,0,0,0,1,1,1,M,24,25,26,27,28,29,30,31,32,000000111,000000111
SYNTH_00162,1,1,1,0,0,0,0,0,0,M,52,53,54,55,56,57,58,59,60,111000000,111000000
SYNTH_00163,0,1,0,1,1,0,0,0,0,M,48,49,50,51,52,53,54,55,56,010110000,010110000
SYNTH_00164,0,0,1,1,0,1,0,0,0,F,30,31,32,33,34,35,36,37,38,001101000,001101000
SYNTH_00165,1,0,1,1,1,0,0,0,0,M,16,17,18,19,20,21,22,23,24,101110000,101110000
SYNTH_00166,0,0,0,0,0,0,1,0,0,UNKNOWN,50,51,52,53,54,55,56,57,58,000000100,000000100
SYNTH_00167,0,0,0,0,0,0,1,0,1,M,46,47,48,49,50,51,52,53,54,000000101,000000101
SYNTH_00168,0,0,1,0,1,0,0,1,0,M,57,58,59,60,61,62,63,64,65,001010010,001010010
SYNTH_00169,0,0,0,0,0,0,0,1,1,M,19,20,21,22,23,24,25,26,27,000000011,000000011
SYNTH_00170,1,0,1,1,0,0,0,0,0,M,43,44,45,46,47,48,49,50,51,101100000,101100000
SYNTH_00171,0,0,0,0,0,0,0,0,0,M,60,61,62,63,64,65,66,67,68,000000000,000000000
SYNTH_00172,0,1,0,0,0,0,0,0,0,M,64,65,66,67,68,69,70,71,72,010000000,010000000
SYNTH_00173,0,0,0,0,0,0,1,1,0,M,67,68,69,70,71,72,73,74,75,000000110,000000110
SYNTH_00174,1,1,0,0,0,1,0,1,0,M,24,25,26,27,28,29,30,31,32,110001010,110001010
SYNTH_00175,1,0,0,0,0,0,0,0,0,F,22,23,24,25,26,27,28,29,30,100000000,100000000
SYNTH_00176,1,0,1,1,1,1,0,1,0,M,45,46,47,48,49,50,51,52,53,101111010,101111010
SYNTH_00177,0,0,0,0,0,0,0,0,0,F,39,40,41,42,43,44,45,46,47,000000000,000000000
SYNTH_00178,0,0,0,0,0,1,1,0,0,M,25,26,27,28,29,30,31,32,33,000001100,000001100
SYNTH_00179,0,0,0,1,1,1,0,0,0,F,18,19,20,21,22,23,24,25,26,000111000,000111000
SYNTH_00180,0,0,0,0,0,1,1,0,0,F,20,21,22,23,24,25,26,27,28,000001100,000001100
SYNTH_00181,0,0,0,0,0,1,0,0,0,F,32,33,34,35,36,37,38,39,40,000001000,000001000
SYNTH_00182,0,0,0,0,0,0,0,0,0,F,55,56,57,58,59,60,61,62,63,000000000,000000000
SYNTH_00183,0,1,0,0,0,0,0,0,0,M,15,16,17,18,19,20,21,22,23,010000000,010000000
SYNTH_00184,0,0,0,0,0,1,0,0,0,M,18,19,20,21,22,23,24,25,26,000001000,000001000
SYNTH_00185,0,0,1,0,0,0,0,0,0,M,27,28,29,30,31,32,33,34,35,001000000,001000000
SYNTH_00186,0,1,0,0,0,0,0,0,0,F,63,64,65,66,67,68,69,70,71,010000000,010000000
SYNTH_00187,1,0,0,0,0,0,0,0,0,F,70,71,72,73,74,75,76,77,78,100000000,100000000
SYNTH_00188,0,0,0,1,1,0,0,1,1,M,37,38,39,40,41,42,43,44,45,000110011,000110011
SYNTH_00189,1,1,0,0,0,0,0,0,0,F,14,15,16,17,18,19,20,21,22,110000000,110000000
SYNTH_00190,0,0,0,0,0,0,0,1,0,M,12,13,14,15,16,17,18,19,20,000000010,000000010
SYNTH_00191,1,1,2,1,1,0,0,0,0,F,62,63,64,65,66,67,68,69,70,111110000,111110000
SYNTH_00192,0,1,1,0,0,0,0,0,0,F,38,39,40,41,42,43,44,45,46,011000000,011000000
SYNTH_00193,0,0,0,0,1,1,0,1,0,M,16,17,18,19,20,21,22,23,24,000011010,000011010
SYNTH_00194,0,1,1,0,0,0,0,0,0,F,61,62,63,64,65,66,67,68,69,011000000,011000000
SYNTH_00195,0,0,0,0,0,0,0,0,0,F,43,44,45,46,47,48,49,50,51,000000000,000000000
SYNTH_00196,0,1,1,1,1,1,1,0,0,M,32,33,34,35,36,37,38,39,40,011111100,011111100
SYNTH_00197,0,0,0,0,0,0,0,2,0,M,38,39,40,41,42,43,44,45,46,000000010,000000010
SYNTH_00198,1,1,0,0,0,0,0,0,0,M,25,26,27,28,29,30,31,32,33,110000000,110000000
SYNTH_00199,1,0,1,0,0,1,1,1,0,F,66,67,68,69,70,71,72,73,74,101001110,101001110
SYNTH_00200,0,0,0,1,1,0,1,0,0,M,58,59,60,61,62,63,64,65,66,000110100,000110100
SYNTH_00201,0,0,0,0,0,0,0,0,0,F,23,24,25,26,27,28,29,30,31,000000000,000000000
SYNTH_00202,0,0,0,0,0,0,0,0,0,F,55,56,57,58,59,60,61,62,63,000000000,000000000
SYNTH_00203,1,1,1,1,0,1,0,1,1,M,22,23,24,25,26,27,28,29,30,111101011,111101011
SYNTH_00204,1,1,0,0,2,1,0,0,0,M,38,39,40,41,42,43,44,45,46,110011000,110011000
SYNTH_00205,1,0,1,1,1,1,0,0,0,F,56,57,58,59,60,61,62,63,64,101111000,101111000
SYNTH_00206,1,0,1,0,1,0,0,0,0,F,14,15,16,17,18,19,20,21,22,101010000,101010000
SYNTH_00207,0,0,0,1,1,0,1,1,0,M,54,55,56,57,58,59,60,61,62,000110110,000110110
SYNTH_00208,0,0,0,0,0,0,0,0,0,M,25,26,27,28,29,30,31,32,33,000000000,000000000
SYNTH_00209,1,0,0,0,1,0,0,0,0,M,53,54,55,56,57,58,59,60,61,100010000,100010000
SYNTH_00210,0,0,2,1,0,1,0,0,0,F,41,42,43,44,45,46,47,48,49,001101000,001101000
SYNTH_00211,0,0,0,0,0,1,1,0,0,M,13,14,15,16,17,18,19,20,21,000001100,000001100
SYNTH_00212,1,1,1,1,0,0,0,0,0,F,56,57,58,59,60,61,62,63,64,111100000,111100000
SYNTH_00213,0,0,0,0,1,0,0,0,0,M,27,28,29,30,31,32,33,34,35,000010000,000010000
SYNTH_00214,0,0,1,0,0,0,0,0,0,F,68,69,70,71,72,73,74,75,76,001000000,001000000
SYNTH_00215,0,0,0,0,1,1,0,1,1,M,61,62,63,64,65,66,67,68,69,000011011,000011011
SYNTH_00216,0,1,1,0,0,0,0,0,0,M,23,24,25,26,27,28,29,30,31,011000000,011000000
SYNTH_00217,1,0,0,0,0,0,0,0,0,F,47,48,49,50,51,52,53,54,55,100000000,100000000
SYNTH_00218,0,0,0,0,0,0,1,0,0,F,33,34,35,36,37,38,39,40,41,000000100,000000100
SYNTH_00219,0,1,1,0,1,1,1,1,0,M,47,48,49,50,51,52,53,54,55,011011110,011011110
SYNTH_00220,1,0,1,1,0,0,0,0,0,M,44,45,46,47,48,49,50,51,52,101100000,101100000
SYNTH_00221,0,1,0,0,0,0,0,0,0,UNKNOWN,29,30,31,32,33,34,35,36,37,010000000,010000000
SYNTH_00222,0,0,1,1,0,1,0,0,0,M,50,51,52,53,54,55,56,57,58,001101000,001101000
SYNTH_00223,0,0,0,0,0,0,0,0,2,M,27,28,29,30,31,32,33,34,35,000000001,000000001
SYNTH_00224,1,0,0,0,0,0,0,0,0,F,65,66,67,68,69,70,71,72,73,100000000,100000000
SYNTH_00225,0,0,0,0,0,0,1,1,0,M,67,68,69,70,71,72,73,74,75,000000110,000000110
SYNTH_00226,1,1,1,1,0,0,0,0,0,F,21,22,23,24,25,26,27,28,29,111100000,111100000
SYNTH_00227,0,1,1,1,0,0,0,0,0,M,54,55,56,57,58,59,60,61,62,011100000,011100000
SYNTH_00228,0,0,0,0,0,0,1,1,0,M,66,67,68,69,70,71,72,73,74,000000110,000000110
SYNTH_00229,0,0,0,0,0,0,0,0,0,F,19,20,21,22,23,24,25,26,27,000000000,000000000
SYNTH_00230,1,1,1,0,1,0,0,0,0,M,55,56,57,58,59,60,61,62,63,111010000,111010000
SYNTH_00231,0,0,0,0,0,0,0,0,0,UNKNOWN,67,68,69,70,71,72,73,74,75,000000000,000000000
SYNTH_00232,0,0,0,0,0,0,0,0,0,M,25,26,27,28,29,30,31,32,33,000000000,000000000
SYNTH_00233,0,0,1,1,1,1,0,0,1,F,46,47,48,49,50,51,52,53,54,001111001,001111001
SYNTH_00234,0,0,0,0,0,0,1,0,0,F,59,60,61,62,63,64,65,66,67,000000100,000000100
SYNTH_00235,0,0,0,0,1,0,2,1,2,F,31,32,33,34,35,36,37,38,39,000010111,000010111
SYNTH_00236,1,0,0,1,1,1,1,1,0,M,26,27,28,29,30,31,32,33,34,100111110,100111110
SYNTH_00237,0,0,0,0,0,1,1,1,0,M,35,36,37,38,39,40,41,42,43,000001110,000001110
SYNTH_00238,0,1,0,1,0,0,0,0,0,M,31,32,33,34,35,36,37,38,39,010100000,010100000
SYNTH_00239,1,1,0,0,0,0,0,0,0,M,54,55,56,57,58,59,60,61,62,110000000,110000000
SYNTH_00240,0,0,0,0,0,1,0,1,1,M,33,34,35,36,37,38,39,40,41,000001011,000001011
SYNTH_00241,0,0,0,0,1,0,1,0,1,M,34,35,36,37,38,39,40,41,42,000010101,000010101
SYNTH_00242,1,1,0,2,1,1,1,2,0,M,67,68,69,70,71,72,73,74,75,110111110,110111110
SYNTH_00243,0,0,0,0,0,0,0,0,0,M,46,47,48,49,50,51,52,53,54,000000000,000000000
SYNTH_00244,0,0,1,0,1,1,0,0,1,M,66,67,68,69,70,71,72,73,74,001011001,001011001
SYNTH_00245,0,0,0,0,0,0,1,1,0,M,53,54,55,56,57,58,59,60,61,000000110,000000110
SYNTH_00246,0,1,0,0,0,0,0,0,0,M,64,65,66,67,68,69,70,71,72,010000000,010000000
SYNTH_00247,1,1,0,1,0,0,0,0,0,UNKNOWN,23,24,25,26,27,28,29,30,31,110100000,110100000
SYNTH_00248,1,1,1,0,1,0,0,0,0,M,67,68,69,70,71,72,73,74,75,111010000,111010000
